item_name,category,mrp,discount,selling_price,quantity,date
Harpic Toilet Cleaner,Home Care,190,0,190,12,10/13/2025
Good Day Biscuits,Snacks,30,20,10,66,10/13/2025
Britannia Bread,Bakery,45,10,35,33,10/13/2025
Tropicana Juice 1L,Beverages,120,0,120,102,10/13/2025
Pepsi 2.25L,Beverages,99,15,84,10,10/13/2025
Cadbury Dairy Milk,Confectionery,40,20,20,123,10/13/2025
Aashirvaad Atta 5kg,Staples,320,10,310,197,10/14/2025
Fortune Sunflower Oil 1L,Edible Oil,190,10,180,41,10/14/2025
India Gate Rice 5kg,Staples,420,15,405,165,10/14/2025
Amul Milk 1L,Dairy,62,0,62,113,10/14/2025
Amul Butter 500g,Dairy,275,30,245,75,10/14/2025
Tata Tea Gold 500g,Beverages,265,10,255,147,10/14/2025
Nescafe Coffee 200g,Beverages,240,5,235,76,10/14/2025
Parle-G Biscuits,Snacks,10,20,-10,24,10/14/2025
Maggi Noodles Pack,Instant Food,56,5,51,35,10/14/2025
Surf Excel 2kg,Home Care,420,15,405,101,10/14/2025
Ariel Liquid 1L,Home Care,395,20,375,193,10/14/2025
Lux Soap Pack,Personal Care,160,5,155,33,10/14/2025
Clinic Plus Shampoo 650ml,Personal Care,340,30,310,97,10/14/2025
Colgate Toothpaste 200g,Personal Care,135,10,125,194,10/14/2025
Harpic Toilet Cleaner,Home Care,190,0,190,194,10/14/2025
Good Day Biscuits,Snacks,30,30,0,143,10/14/2025
Britannia Bread,Bakery,45,20,25,36,10/14/2025
Tropicana Juice 1L,Beverages,120,0,120,129,10/14/2025
Pepsi 2.25L,Beverages,99,5,94,36,10/14/2025
Cadbury Dairy Milk,Confectionery,40,10,30,54,10/14/2025
Aashirvaad Atta 5kg,Staples,320,20,300,64,10/15/2025
Fortune Sunflower Oil 1L,Edible Oil,190,10,180,115,10/15/2025
India Gate Rice 5kg,Staples,420,15,405,81,10/15/2025
Amul Milk 1L,Dairy,62,30,32,67,10/15/2025
Amul Butter 500g,Dairy,275,20,255,40,10/15/2025
Tata Tea Gold 500g,Beverages,265,0,265,126,10/15/2025
Nescafe Coffee 200g,Beverages,240,15,225,106,10/15/2025
Parle-G Biscuits,Snacks,10,10,0,20,10/15/2025
Maggi Noodles Pack,Instant Food,56,15,41,121,10/15/2025
Surf Excel 2kg,Home Care,420,5,415,119,10/15/2025
Ariel Liquid 1L,Home Care,395,20,375,153,10/15/2025
Lux Soap Pack,Personal Care,160,5,155,194,10/15/2025
Clinic Plus Shampoo 650ml,Personal Care,340,5,335,28,10/15/2025
Colgate Toothpaste 200g,Personal Care,135,15,120,89,10/15/2025
Harpic Toilet Cleaner,Home Care,190,20,170,163,10/15/2025
Good Day Biscuits,Snacks,30,15,15,181,10/15/2025
Britannia Bread,Bakery,45,5,40,128,10/15/2025
Tropicana Juice 1L,Beverages,120,5,115,147,10/15/2025
Pepsi 2.25L,Beverages,99,20,79,24,10/15/2025
Cadbury Dairy Milk,Confectionery,40,20,20,149,10/15/2025
Aashirvaad Atta 5kg,Staples,320,10,310,139,10/16/2025
Fortune Sunflower Oil 1L,Edible Oil,190,20,170,150,10/16/2025
India Gate Rice 5kg,Staples,420,30,390,94,10/16/2025
Amul Milk 1L,Dairy,62,5,57,67,10/16/2025
Amul Butter 500g,Dairy,275,0,275,70,10/16/2025
Tata Tea Gold 500g,Beverages,265,30,235,192,10/16/2025
Nescafe Coffee 200g,Beverages,240,15,225,161,10/16/2025
Parle-G Biscuits,Snacks,10,0,10,42,10/16/2025
Maggi Noodles Pack,Instant Food,56,15,41,83,10/16/2025
Surf Excel 2kg,Home Care,420,20,400,158,10/16/2025
Ariel Liquid 1L,Home Care,395,0,395,176,10/16/2025
Lux Soap Pack,Personal Care,160,5,155,50,10/16/2025
Clinic Plus Shampoo 650ml,Personal Care,340,15,325,117,10/16/2025
Colgate Toothpaste 200g,Personal Care,135,5,130,45,10/16/2025
Harpic Toilet Cleaner,Home Care,190,10,180,64,10/16/2025
Good Day Biscuits,Snacks,30,10,20,68,10/16/2025
Britannia Bread,Bakery,45,30,15,157,10/16/2025
Tropicana Juice 1L,Beverages,120,0,120,162,10/16/2025
Pepsi 2.25L,Beverages,99,10,89,185,10/16/2025
Cadbury Dairy Milk,Confectionery,40,15,25,38,10/16/2025
Aashirvaad Atta 5kg,Staples,320,15,305,39,10/17/2025
Fortune Sunflower Oil 1L,Edible Oil,190,5,185,71,10/17/2025
India Gate Rice 5kg,Staples,420,30,390,34,10/17/2025
Amul Milk 1L,Dairy,62,10,52,106,10/17/2025
Amul Butter 500g,Dairy,275,0,275,75,10/17/2025
Tata Tea Gold 500g,Beverages,265,15,250,193,10/17/2025
Nescafe Coffee 200g,Beverages,240,10,230,161,10/17/2025
Parle-G Biscuits,Snacks,10,15,-5,30,10/17/2025
Maggi Noodles Pack,Instant Food,56,30,26,65,10/17/2025
Surf Excel 2kg,Home Care,420,10,410,169,10/17/2025
Ariel Liquid 1L,Home Care,395,10,385,164,10/17/2025
Lux Soap Pack,Personal Care,160,5,155,134,10/17/2025
Clinic Plus Shampoo 650ml,Personal Care,340,5,335,71,10/17/2025
Colgate Toothpaste 200g,Personal Care,135,0,135,178,10/17/2025
Harpic Toilet Cleaner,Home Care,190,30,160,62,10/17/2025
Good Day Biscuits,Snacks,30,20,10,57,10/17/2025
Britannia Bread,Bakery,45,30,15,14,10/17/2025
Tropicana Juice 1L,Beverages,120,20,100,158,10/17/2025
Pepsi 2.25L,Beverages,99,5,94,31,10/17/2025
Cadbury Dairy Milk,Confectionery,40,30,10,21,10/17/2025
Aashirvaad Atta 5kg,Staples,320,30,290,15,10/18/2025
Fortune Sunflower Oil 1L,Edible Oil,190,0,190,29,10/18/2025
India Gate Rice 5kg,Staples,420,20,400,101,10/18/2025
Amul Milk 1L,Dairy,62,20,42,192,10/18/2025
Amul Butter 500g,Dairy,275,30,245,128,10/18/2025
Tata Tea Gold 500g,Beverages,265,20,245,112,10/18/2025
Nescafe Coffee 200g,Beverages,240,20,220,76,10/18/2025
Parle-G Biscuits,Snacks,10,30,-20,95,10/18/2025
Maggi Noodles Pack,Instant Food,56,10,46,178,10/18/2025
Surf Excel 2kg,Home Care,420,0,420,79,10/18/2025
Ariel Liquid 1L,Home Care,395,0,395,151,10/18/2025
Lux Soap Pack,Personal Care,160,20,140,148,10/18/2025
Clinic Plus Shampoo 650ml,Personal Care,340,30,310,54,10/18/2025
Colgate Toothpaste 200g,Personal Care,135,20,115,54,10/18/2025
Harpic Toilet Cleaner,Home Care,190,5,185,102,10/18/2025
Good Day Biscuits,Snacks,30,15,15,49,10/18/2025
Britannia Bread,Bakery,45,20,25,18,10/18/2025
Tropicana Juice 1L,Beverages,120,0,120,26,10/18/2025
Pepsi 2.25L,Beverages,99,20,79,42,10/18/2025
Cadbury Dairy Milk,Confectionery,40,10,30,31,10/18/2025
Aashirvaad Atta 5kg,Staples,320,5,315,22,10/19/2025
Fortune Sunflower Oil 1L,Edible Oil,190,10,180,153,10/19/2025
India Gate Rice 5kg,Staples,420,30,390,75,10/19/2025
Amul Milk 1L,Dairy,62,20,42,25,10/19/2025
Amul Butter 500g,Dairy,275,20,255,21,10/19/2025
Tata Tea Gold 500g,Beverages,265,20,245,91,10/19/2025
Nescafe Coffee 200g,Beverages,240,30,210,64,10/19/2025
Parle-G Biscuits,Snacks,10,30,-20,69,10/19/2025
Maggi Noodles Pack,Instant Food,56,15,41,172,10/19/2025
Surf Excel 2kg,Home Care,420,15,405,115,10/19/2025
Ariel Liquid 1L,Home Care,395,10,385,27,10/19/2025
Lux Soap Pack,Personal Care,160,15,145,183,10/19/2025
Clinic Plus Shampoo 650ml,Personal Care,340,30,310,137,10/19/2025
Colgate Toothpaste 200g,Personal Care,135,30,105,172,10/19/2025
Harpic Toilet Cleaner,Home Care,190,5,185,106,10/19/2025
Good Day Biscuits,Snacks,30,10,20,59,10/19/2025
Britannia Bread,Bakery,45,0,45,197,10/19/2025
Tropicana Juice 1L,Beverages,120,0,120,71,10/19/2025
Pepsi 2.25L,Beverages,99,0,99,66,10/19/2025
Cadbury Dairy Milk,Confectionery,40,20,20,31,10/19/2025
Aashirvaad Atta 5kg,Staples,320,5,315,110,10/20/2025
Fortune Sunflower Oil 1L,Edible Oil,190,30,160,27,10/20/2025
India Gate Rice 5kg,Staples,420,0,420,44,10/20/2025
Amul Milk 1L,Dairy,62,10,52,186,10/20/2025
Amul Butter 500g,Dairy,275,10,265,150,10/20/2025
Tata Tea Gold 500g,Beverages,265,30,235,73,10/20/2025
Nescafe Coffee 200g,Beverages,240,30,210,152,10/20/2025
Parle-G Biscuits,Snacks,10,20,-10,162,10/20/2025
Maggi Noodles Pack,Instant Food,56,10,46,105,10/20/2025
Surf Excel 2kg,Home Care,420,0,420,147,10/20/2025
Ariel Liquid 1L,Home Care,395,20,375,98,10/20/2025
Lux Soap Pack,Personal Care,160,5,155,48,10/20/2025
Clinic Plus Shampoo 650ml,Personal Care,340,0,340,129,10/20/2025
Colgate Toothpaste 200g,Personal Care,135,0,135,74,10/20/2025
Harpic Toilet Cleaner,Home Care,190,10,180,45,10/20/2025
Good Day Biscuits,Snacks,30,10,20,21,10/20/2025
Britannia Bread,Bakery,45,15,30,190,10/20/2025
Tropicana Juice 1L,Beverages,120,20,100,96,10/20/2025
Pepsi 2.25L,Beverages,99,5,94,178,10/20/2025
Cadbury Dairy Milk,Confectionery,40,30,10,173,10/20/2025
Aashirvaad Atta 5kg,Staples,320,30,290,184,10/21/2025
Fortune Sunflower Oil 1L,Edible Oil,190,15,175,61,10/21/2025
India Gate Rice 5kg,Staples,420,20,400,25,10/21/2025
Amul Milk 1L,Dairy,62,5,57,62,10/21/2025
Amul Butter 500g,Dairy,275,15,260,111,10/21/2025
Tata Tea Gold 500g,Beverages,265,0,265,75,10/21/2025
Nescafe Coffee 200g,Beverages,240,10,230,124,10/21/2025
Parle-G Biscuits,Snacks,10,10,0,154,10/21/2025
Maggi Noodles Pack,Instant Food,56,10,46,150,10/21/2025
Surf Excel 2kg,Home Care,420,15,405,15,10/21/2025
Ariel Liquid 1L,Home Care,395,5,390,180,10/21/2025
Lux Soap Pack,Personal Care,160,0,160,156,10/21/2025
Clinic Plus Shampoo 650ml,Personal Care,340,5,335,87,10/21/2025
Colgate Toothpaste 200g,Personal Care,135,15,120,139,10/21/2025
Harpic Toilet Cleaner,Home Care,190,5,185,15,10/21/2025
Good Day Biscuits,Snacks,30,30,0,97,10/21/2025
Britannia Bread,Bakery,45,20,25,149,10/21/2025
Tropicana Juice 1L,Beverages,120,30,90,143,10/21/2025
Pepsi 2.25L,Beverages,99,0,99,13,10/21/2025
Cadbury Dairy Milk,Confectionery,40,15,25,146,10/21/2025
Aashirvaad Atta 5kg,Staples,320,0,320,35,10/22/2025
Fortune Sunflower Oil 1L,Edible Oil,190,5,185,120,10/22/2025
India Gate Rice 5kg,Staples,420,5,415,134,10/22/2025
Amul Milk 1L,Dairy,62,0,62,11,10/22/2025
Amul Butter 500g,Dairy,275,5,270,84,10/22/2025
Tata Tea Gold 500g,Beverages,265,20,245,23,10/22/2025
Nescafe Coffee 200g,Beverages,240,15,225,20,10/22/2025
Parle-G Biscuits,Snacks,10,0,10,143,10/22/2025
Maggi Noodles Pack,Instant Food,56,15,41,149,10/22/2025
Surf Excel 2kg,Home Care,420,0,420,79,10/22/2025
Ariel Liquid 1L,Home Care,395,0,395,86,10/22/2025
Lux Soap Pack,Personal Care,160,10,150,44,10/22/2025
Clinic Plus Shampoo 650ml,Personal Care,340,15,325,196,10/22/2025
Colgate Toothpaste 200g,Personal Care,135,20,115,113,10/22/2025
Harpic Toilet Cleaner,Home Care,190,20,170,113,10/22/2025
Good Day Biscuits,Snacks,30,5,25,99,10/22/2025
Britannia Bread,Bakery,45,0,45,128,10/22/2025
Tropicana Juice 1L,Beverages,120,5,115,109,10/22/2025
Pepsi 2.25L,Beverages,99,0,99,41,10/22/2025
Cadbury Dairy Milk,Confectionery,40,10,30,151,10/22/2025
Aashirvaad Atta 5kg,Staples,320,5,315,33,10/23/2025
Fortune Sunflower Oil 1L,Edible Oil,190,20,170,125,10/23/2025
India Gate Rice 5kg,Staples,420,5,415,118,10/23/2025
Amul Milk 1L,Dairy,62,15,47,13,10/23/2025
Amul Butter 500g,Dairy,275,10,265,168,10/23/2025
Tata Tea Gold 500g,Beverages,265,0,265,189,10/23/2025
Nescafe Coffee 200g,Beverages,240,30,210,181,10/23/2025
Parle-G Biscuits,Snacks,10,20,-10,183,10/23/2025
Maggi Noodles Pack,Instant Food,56,5,51,173,10/23/2025
Surf Excel 2kg,Home Care,420,5,415,44,10/23/2025
Ariel Liquid 1L,Home Care,395,30,365,62,10/23/2025
Lux Soap Pack,Personal Care,160,30,130,51,10/23/2025
Clinic Plus Shampoo 650ml,Personal Care,340,0,340,44,10/23/2025
Colgate Toothpaste 200g,Personal Care,135,5,130,142,10/23/2025
Harpic Toilet Cleaner,Home Care,190,20,170,80,10/23/2025
Good Day Biscuits,Snacks,30,15,15,22,10/23/2025
Britannia Bread,Bakery,45,30,15,10,10/23/2025
Tropicana Juice 1L,Beverages,120,0,120,165,10/23/2025
Pepsi 2.25L,Beverages,99,0,99,145,10/23/2025
Cadbury Dairy Milk,Confectionery,40,5,35,173,10/23/2025
Aashirvaad Atta 5kg,Staples,320,5,315,37,10/24/2025
Fortune Sunflower Oil 1L,Edible Oil,190,5,185,67,10/24/2025
India Gate Rice 5kg,Staples,420,15,405,122,10/24/2025
Amul Milk 1L,Dairy,62,10,52,86,10/24/2025
Amul Butter 500g,Dairy,275,0,275,107,10/24/2025
Tata Tea Gold 500g,Beverages,265,15,250,142,10/24/2025
Nescafe Coffee 200g,Beverages,240,15,225,118,10/24/2025
Parle-G Biscuits,Snacks,10,30,-20,38,10/24/2025
Maggi Noodles Pack,Instant Food,56,0,56,186,10/24/2025
Surf Excel 2kg,Home Care,420,20,400,110,10/24/2025
Ariel Liquid 1L,Home Care,395,5,390,29,10/24/2025
Lux Soap Pack,Personal Care,160,0,160,25,10/24/2025
Clinic Plus Shampoo 650ml,Personal Care,340,5,335,199,10/24/2025
Colgate Toothpaste 200g,Personal Care,135,15,120,76,10/24/2025
Harpic Toilet Cleaner,Home Care,190,5,185,82,10/24/2025
Good Day Biscuits,Snacks,30,30,0,164,10/24/2025
Britannia Bread,Bakery,45,15,30,151,10/24/2025
Tropicana Juice 1L,Beverages,120,15,105,111,10/24/2025
Pepsi 2.25L,Beverages,99,30,69,104,10/24/2025
Cadbury Dairy Milk,Confectionery,40,5,35,182,10/24/2025
Aashirvaad Atta 5kg,Staples,320,10,310,52,10/25/2025
Fortune Sunflower Oil 1L,Edible Oil,190,5,185,71,10/25/2025
India Gate Rice 5kg,Staples,420,10,410,149,10/25/2025
Amul Milk 1L,Dairy,62,0,62,29,10/25/2025
Amul Butter 500g,Dairy,275,10,265,79,10/25/2025
Tata Tea Gold 500g,Beverages,265,20,245,168,10/25/2025
Nescafe Coffee 200g,Beverages,240,20,220,96,10/25/2025
Parle-G Biscuits,Snacks,10,0,10,63,10/25/2025
Maggi Noodles Pack,Instant Food,56,15,41,147,10/25/2025
Surf Excel 2kg,Home Care,420,5,415,101,10/25/2025
Ariel Liquid 1L,Home Care,395,5,390,29,10/25/2025
Lux Soap Pack,Personal Care,160,10,150,96,10/25/2025
Clinic Plus Shampoo 650ml,Personal Care,340,0,340,66,10/25/2025
Colgate Toothpaste 200g,Personal Care,135,5,130,101,10/25/2025
Harpic Toilet Cleaner,Home Care,190,20,170,110,10/25/2025
Good Day Biscuits,Snacks,30,30,0,181,10/25/2025
Britannia Bread,Bakery,45,20,25,103,10/25/2025
Tropicana Juice 1L,Beverages,120,20,100,52,10/25/2025
Pepsi 2.25L,Beverages,99,5,94,37,10/25/2025
Cadbury Dairy Milk,Confectionery,40,20,20,55,10/25/2025
Aashirvaad Atta 5kg,Staples,320,10,310,134,10/26/2025
Fortune Sunflower Oil 1L,Edible Oil,190,30,160,157,10/26/2025
India Gate Rice 5kg,Staples,420,10,410,152,10/26/2025
Amul Milk 1L,Dairy,62,30,32,61,10/26/2025
Amul Butter 500g,Dairy,275,0,275,66,10/26/2025
Tata Tea Gold 500g,Beverages,265,15,250,197,10/26/2025
Nescafe Coffee 200g,Beverages,240,10,230,111,10/26/2025
Parle-G Biscuits,Snacks,10,0,10,156,10/26/2025
Maggi Noodles Pack,Instant Food,56,10,46,123,10/26/2025
Surf Excel 2kg,Home Care,420,0,420,152,10/26/2025
Ariel Liquid 1L,Home Care,395,30,365,170,10/26/2025
Lux Soap Pack,Personal Care,160,20,140,147,10/26/2025
Clinic Plus Shampoo 650ml,Personal Care,340,5,335,62,10/26/2025
Colgate Toothpaste 200g,Personal Care,135,15,120,96,10/26/2025
Harpic Toilet Cleaner,Home Care,190,0,190,51,10/26/2025
Good Day Biscuits,Snacks,30,10,20,78,10/26/2025
Britannia Bread,Bakery,45,30,15,44,10/26/2025
Tropicana Juice 1L,Beverages,120,30,90,40,10/26/2025
Pepsi 2.25L,Beverages,99,10,89,122,10/26/2025
Cadbury Dairy Milk,Confectionery,40,30,10,36,10/26/2025
Aashirvaad Atta 5kg,Staples,320,5,315,94,10/27/2025
Fortune Sunflower Oil 1L,Edible Oil,190,10,180,168,10/27/2025
India Gate Rice 5kg,Staples,420,20,400,105,10/27/2025
Amul Milk 1L,Dairy,62,10,52,157,10/27/2025
Amul Butter 500g,Dairy,275,5,270,64,10/27/2025
Tata Tea Gold 500g,Beverages,265,30,235,73,10/27/2025
Nescafe Coffee 200g,Beverages,240,5,235,107,10/27/2025
Parle-G Biscuits,Snacks,10,0,10,26,10/27/2025
Maggi Noodles Pack,Instant Food,56,30,26,13,10/27/2025
Surf Excel 2kg,Home Care,420,30,390,197,10/27/2025
Ariel Liquid 1L,Home Care,395,15,380,157,10/27/2025
Lux Soap Pack,Personal Care,160,15,145,13,10/27/2025
Clinic Plus Shampoo 650ml,Personal Care,340,0,340,101,10/27/2025
Colgate Toothpaste 200g,Personal Care,135,0,135,142,10/27/2025
Harpic Toilet Cleaner,Home Care,190,10,180,50,10/27/2025
Good Day Biscuits,Snacks,30,0,30,171,10/27/2025
Britannia Bread,Bakery,45,30,15,191,10/27/2025
Tropicana Juice 1L,Beverages,120,5,115,92,10/27/2025
Pepsi 2.25L,Beverages,99,30,69,112,10/27/2025
Cadbury Dairy Milk,Confectionery,40,15,25,25,10/27/2025
Aashirvaad Atta 5kg,Staples,320,15,305,161,10/28/2025
Fortune Sunflower Oil 1L,Edible Oil,190,0,190,92,10/28/2025
India Gate Rice 5kg,Staples,420,0,420,99,10/28/2025
Amul Milk 1L,Dairy,62,10,52,179,10/28/2025
Amul Butter 500g,Dairy,275,0,275,126,10/28/2025
Tata Tea Gold 500g,Beverages,265,20,245,119,10/28/2025
Nescafe Coffee 200g,Beverages,240,5,235,70,10/28/2025
Parle-G Biscuits,Snacks,10,15,-5,135,10/28/2025
Maggi Noodles Pack,Instant Food,56,20,36,123,10/28/2025
Surf Excel 2kg,Home Care,420,30,390,106,10/28/2025
Ariel Liquid 1L,Home Care,395,30,365,160,10/28/2025
Lux Soap Pack,Personal Care,160,5,155,89,10/28/2025
Clinic Plus Shampoo 650ml,Personal Care,340,0,340,125,10/28/2025
Colgate Toothpaste 200g,Personal Care,135,30,105,91,10/28/2025
Harpic Toilet Cleaner,Home Care,190,0,190,44,10/28/2025
Good Day Biscuits,Snacks,30,0,30,192,10/28/2025
Britannia Bread,Bakery,45,10,35,104,10/28/2025
Tropicana Juice 1L,Beverages,120,0,120,26,10/28/2025
Pepsi 2.25L,Beverages,99,15,84,46,10/28/2025
Cadbury Dairy Milk,Confectionery,40,5,35,190,10/28/2025
Aashirvaad Atta 5kg,Staples,320,0,320,174,10/29/2025
Fortune Sunflower Oil 1L,Edible Oil,190,20,170,87,10/29/2025
India Gate Rice 5kg,Staples,420,20,400,137,10/29/2025
Amul Milk 1L,Dairy,62,20,42,70,10/29/2025
Amul Butter 500g,Dairy,275,20,255,174,10/29/2025
Tata Tea Gold 500g,Beverages,265,5,260,131,10/29/2025
Nescafe Coffee 200g,Beverages,240,20,220,84,10/29/2025
Parle-G Biscuits,Snacks,10,5,5,52,10/29/2025
Maggi Noodles Pack,Instant Food,56,10,46,24,10/29/2025
Surf Excel 2kg,Home Care,420,0,420,95,10/29/2025
Ariel Liquid 1L,Home Care,395,0,395,158,10/29/2025
Lux Soap Pack,Personal Care,160,5,155,62,10/29/2025
Clinic Plus Shampoo 650ml,Personal Care,340,0,340,78,10/29/2025
Colgate Toothpaste 200g,Personal Care,135,15,120,148,10/29/2025
Harpic Toilet Cleaner,Home Care,190,30,160,77,10/29/2025
Good Day Biscuits,Snacks,30,20,10,154,10/29/2025
Britannia Bread,Bakery,45,20,25,46,10/29/2025
Tropicana Juice 1L,Beverages,120,15,105,46,10/29/2025
Pepsi 2.25L,Beverages,99,5,94,195,10/29/2025
Cadbury Dairy Milk,Confectionery,40,20,20,124,10/29/2025
Aashirvaad Atta 5kg,Staples,320,10,310,111,10/30/2025
Fortune Sunflower Oil 1L,Edible Oil,190,5,185,14,10/30/2025
India Gate Rice 5kg,Staples,420,15,405,149,10/30/2025
Amul Milk 1L,Dairy,62,10,52,91,10/30/2025
Amul Butter 500g,Dairy,275,10,265,19,10/30/2025
Tata Tea Gold 500g,Beverages,265,15,250,48,10/30/2025
Nescafe Coffee 200g,Beverages,240,5,235,93,10/30/2025
Parle-G Biscuits,Snacks,10,10,0,59,10/30/2025
Maggi Noodles Pack,Instant Food,56,0,56,52,10/30/2025
Surf Excel 2kg,Home Care,420,15,405,164,10/30/2025
Ariel Liquid 1L,Home Care,395,0,395,87,10/30/2025
Lux Soap Pack,Personal Care,160,0,160,58,10/30/2025
Clinic Plus Shampoo 650ml,Personal Care,340,0,340,32,10/30/2025
Colgate Toothpaste 200g,Personal Care,135,5,130,88,10/30/2025
Harpic Toilet Cleaner,Home Care,190,0,190,172,10/30/2025
Good Day Biscuits,Snacks,30,15,15,21,10/30/2025
Britannia Bread,Bakery,45,10,35,109,10/30/2025
Tropicana Juice 1L,Beverages,120,20,100,72,10/30/2025
Pepsi 2.25L,Beverages,99,15,84,177,10/30/2025
Cadbury Dairy Milk,Confectionery,40,5,35,98,10/30/2025
Aashirvaad Atta 5kg,Staples,320,20,300,196,10/31/2025
Fortune Sunflower Oil 1L,Edible Oil,190,30,160,49,10/31/2025
India Gate Rice 5kg,Staples,420,5,415,61,10/31/2025
Amul Milk 1L,Dairy,62,15,47,117,10/31/2025
Amul Butter 500g,Dairy,275,10,265,86,10/31/2025
Tata Tea Gold 500g,Beverages,265,0,265,45,10/31/2025
Nescafe Coffee 200g,Beverages,240,0,240,79,10/31/2025
Parle-G Biscuits,Snacks,10,20,-10,141,10/31/2025
Maggi Noodles Pack,Instant Food,56,30,26,180,10/31/2025
Surf Excel 2kg,Home Care,420,10,410,86,10/31/2025
Ariel Liquid 1L,Home Care,395,5,390,27,10/31/2025
Lux Soap Pack,Personal Care,160,20,140,98,10/31/2025
Clinic Plus Shampoo 650ml,Personal Care,340,30,310,104,10/31/2025
Colgate Toothpaste 200g,Personal Care,135,0,135,54,10/31/2025
Harpic Toilet Cleaner,Home Care,190,30,160,31,10/31/2025
Good Day Biscuits,Snacks,30,30,0,14,10/31/2025
Britannia Bread,Bakery,45,0,45,126,10/31/2025
Tropicana Juice 1L,Beverages,120,15,105,188,10/31/2025
Pepsi 2.25L,Beverages,99,15,84,71,10/31/2025
Cadbury Dairy Milk,Confectionery,40,20,20,37,10/31/2025
Aashirvaad Atta 5kg,Staples,320,5,315,178,11/1/2025
Fortune Sunflower Oil 1L,Edible Oil,190,30,160,161,11/1/2025
India Gate Rice 5kg,Staples,420,10,410,165,11/1/2025
Amul Milk 1L,Dairy,62,15,47,65,11/1/2025
Amul Butter 500g,Dairy,275,20,255,182,11/1/2025
Tata Tea Gold 500g,Beverages,265,0,265,17,11/1/2025
Nescafe Coffee 200g,Beverages,240,0,240,136,11/1/2025
Parle-G Biscuits,Snacks,10,20,-10,48,11/1/2025
Maggi Noodles Pack,Instant Food,56,30,26,116,11/1/2025
Surf Excel 2kg,Home Care,420,15,405,104,11/1/2025
Ariel Liquid 1L,Home Care,395,20,375,17,11/1/2025
Lux Soap Pack,Personal Care,160,30,130,33,11/1/2025
Clinic Plus Shampoo 650ml,Personal Care,340,30,310,174,11/1/2025
Colgate Toothpaste 200g,Personal Care,135,15,120,121,11/1/2025
Harpic Toilet Cleaner,Home Care,190,0,190,119,11/1/2025
Good Day Biscuits,Snacks,30,5,25,65,11/1/2025
Britannia Bread,Bakery,45,5,40,90,11/1/2025
Tropicana Juice 1L,Beverages,120,30,90,68,11/1/2025
Pepsi 2.25L,Beverages,99,30,69,55,11/1/2025
Cadbury Dairy Milk,Confectionery,40,30,10,30,11/1/2025
Aashirvaad Atta 5kg,Staples,320,30,290,84,11/2/2025
Fortune Sunflower Oil 1L,Edible Oil,190,10,180,79,11/2/2025
India Gate Rice 5kg,Staples,420,0,420,24,11/2/2025
Amul Milk 1L,Dairy,62,30,32,94,11/2/2025
Amul Butter 500g,Dairy,275,15,260,156,11/2/2025
Tata Tea Gold 500g,Beverages,265,10,255,125,11/2/2025
Nescafe Coffee 200g,Beverages,240,5,235,147,11/2/2025
Parle-G Biscuits,Snacks,10,5,5,167,11/2/2025
Maggi Noodles Pack,Instant Food,56,0,56,172,11/2/2025
Surf Excel 2kg,Home Care,420,5,415,107,11/2/2025
Ariel Liquid 1L,Home Care,395,20,375,135,11/2/2025
Lux Soap Pack,Personal Care,160,0,160,189,11/2/2025
Clinic Plus Shampoo 650ml,Personal Care,340,30,310,88,11/2/2025
Colgate Toothpaste 200g,Personal Care,135,15,120,55,11/2/2025
Harpic Toilet Cleaner,Home Care,190,10,180,154,11/2/2025
Good Day Biscuits,Snacks,30,20,10,62,11/2/2025
Britannia Bread,Bakery,45,30,15,30,11/2/2025
Tropicana Juice 1L,Beverages,120,20,100,109,11/2/2025
Pepsi 2.25L,Beverages,99,0,99,45,11/2/2025
Cadbury Dairy Milk,Confectionery,40,15,25,79,11/2/2025
Aashirvaad Atta 5kg,Staples,320,15,305,45,11/3/2025
Fortune Sunflower Oil 1L,Edible Oil,190,0,190,22,11/3/2025
India Gate Rice 5kg,Staples,420,20,400,98,11/3/2025
Amul Milk 1L,Dairy,62,0,62,196,11/3/2025
Amul Butter 500g,Dairy,275,10,265,78,11/3/2025
Tata Tea Gold 500g,Beverages,265,0,265,173,11/3/2025
Nescafe Coffee 200g,Beverages,240,30,210,186,11/3/2025
Parle-G Biscuits,Snacks,10,20,-10,29,11/3/2025
Maggi Noodles Pack,Instant Food,56,10,46,13,11/3/2025
Surf Excel 2kg,Home Care,420,5,415,138,11/3/2025
Ariel Liquid 1L,Home Care,395,15,380,146,11/3/2025
Lux Soap Pack,Personal Care,160,5,155,73,11/3/2025
Clinic Plus Shampoo 650ml,Personal Care,340,20,320,87,11/3/2025
Colgate Toothpaste 200g,Personal Care,135,0,135,85,11/3/2025
Harpic Toilet Cleaner,Home Care,190,30,160,50,11/3/2025
Good Day Biscuits,Snacks,30,10,20,17,11/3/2025
Britannia Bread,Bakery,45,30,15,45,11/3/2025
Tropicana Juice 1L,Beverages,120,30,90,90,11/3/2025
Pepsi 2.25L,Beverages,99,0,99,199,11/3/2025
Cadbury Dairy Milk,Confectionery,40,5,35,186,11/3/2025
Aashirvaad Atta 5kg,Staples,320,0,320,90,11/4/2025
Fortune Sunflower Oil 1L,Edible Oil,190,30,160,32,11/4/2025
India Gate Rice 5kg,Staples,420,20,400,169,11/4/2025
Amul Milk 1L,Dairy,62,10,52,167,11/4/2025
